RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT,GIS_ID,CREATED,EDITED,Normal_Age
15,6800914,8015861,1,2020,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,276,0,276,0,100,0,0,0,Felony_Sentences_164,,,24
16,1432251,7175788,4,2020,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Incarceration,10,0,10,0,100,,,,Felony_Sentences_165,,,24
17,4351449,9533564,1,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,40,0,40,0,100,0,0,0,Felony_Sentences_166,,,27
18,441366,3792180,3,2020,Black,F,41-50,Bail Reform Act -Felony,Other,,M9,Short Split,3,3,1,12,100,,,,Felony_Sentences_167,,,43
19,8543866,5023314,3,2020,Black,M,31-40,Unlawful Possession of a Firearm (Crime of Violence),Weapon,,M6,Short Split,36,36,1,36,100,0,0,0,Felony_Sentences_168,,,36
20,4381727,2823773,1,2020,Black,M,15-17,Robbery,Violent,,M5,Short Split,60,60,1,36,100,0,0,0,Felony_Sentences_169,,,15
21,4381727,2823773,2,2020,Black,M,15-17,Poss Firearm During Crime of Violence,Weapon,,M5,Short Split,60,60,1,36,100,0,0,0,Felony_Sentences_170,,,16
22,4381727,2823773,3,2020,Black,M,15-17,Robbery,Violent,,M6,Short Split,36,36,1,36,100,0,0,0,Felony_Sentences_171,,,16
23,9665625,2413822,1,2020,Black,M,18-21,Poss W/I to Dist Marijuana-Fel,Drug,,D3,Incarceration,12,0,12,0,100,,,,Felony_Sentences_172,,,19
24,5964481,8988608,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,16,13,3,12,100,,,,Felony_Sentences_173,,,19
25,7118151,5429867,1,2020,Black,M,22-30,Robbery,Violent,,M8,Short Split,14,14,1,12,100,,,,Felony_Sentences_174,,,26
26,2931144,2884592,1,2020,Black,M,41-50,Burglary Two,Property,,M7,Short Split,28,28,1,24,100,0,0,0,Felony_Sentences_175,,,45
27,2931144,2884592,2,2020,Black,M,41-50,Burglary Two,Property,,M7,Short Split,28,28,1,24,100,0,0,0,Felony_Sentences_176,,,45
28,2931144,2884592,3,2020,Black,M,41-50,Burglary Two,Property,,M7,Short Split,28,28,1,24,100,0,0,0,Felony_Sentences_177,,,45
29,1593462,1117922,1,2020,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M4,Short Split,54,54,1,24,100,,,,Felony_Sentences_178,,,24
30,4810016,2413822,2,2020,Black,M,18-21,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,96,0,96,0,100,,,,Felony_Sentences_179,,,20
31,4810016,2413822,6,2020,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,66,0,66,0,100,,,,Felony_Sentences_180,,,19
32,1579318,3313399,2,2020,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,96,0,96,0,100,,,,Felony_Sentences_181,,,26
33,1579318,3313399,6,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,66,0,66,0,100,,,,Felony_Sentences_182,,,28
34,2963447,7243511,3,2020,Black,F,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,24,24,1,30,100,,,,Felony_Sentences_183,,,25
35,3767444,7893307,3,2020,Black,M,22-30,Robbery,Violent,,M6,Incarceration,1,0,1,0,100,,,,Felony_Sentences_184,,,26
36,648308,5189649,1,2020,White,M,41-50,Poss W/I to Dist Marijuana-Fel,Drug,,D3,Short Split,6,6,1,2,100,,,,Felony_Sentences_185,,,47
37,267572,4642213,8,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,36,0,36,0,100,,,,Felony_Sentences_186,,,24
38,962345,3509862,2,2020,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,Weapon,,M8,Short Split,14,14,1,12,100,,,,Felony_Sentences_187,,,26
341,9807456,8167095,1,2020,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,22,0,22,0,100,,,,Felony_Sentences_188,,,39
342,9807456,8167095,3,2020,Black,M,31-40,Contempt - Felony,Other,,M9,Incarceration,4,0,4,0,100,,,,Felony_Sentences_189,,,36
343,1325813,3588710,1,2020,Black,F,41-50,Theft First Degree,Property,,M8,Short Split,6,6,1,24,100,,,,Felony_Sentences_190,,,43
344,9705102,4079332,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,18,12,6,36,100,,,,Felony_Sentences_191,,,20
345,4450797,6942399,1,2020,Black,M,51-60,Robbery,Violent,,M6,Incarceration,42,0,42,0,100,,,,Felony_Sentences_192,,,54
346,3714026,6308547,1,2020,Black,M,22-30,Robbery,Violent,,M6,Incarceration,48,0,48,0,100,,,,Felony_Sentences_193,,,27
347,3714026,6308547,3,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,48,0,48,0,100,,,,Felony_Sentences_194,,,24
348,3714026,6308547,5,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_195,,,25
349,2455975,5512210,1,2020,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Long Split,18,6,12,12,100,,,,Felony_Sentences_196,,,26
350,2455975,5512210,3,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Long Split,18,6,12,12,100,,,,Felony_Sentences_197,,,26
351,2221622,9838196,1,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Long Split,60,20,40,60,100,,,,Felony_Sentences_198,,,26
352,2221622,9838196,2,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,16,16,1,60,100,,,,Felony_Sentences_199,,,24
353,3987089,4930808,1,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Long Split,16,4,24,18,100,,,,Felony_Sentences_200,,,25
354,1890368,3207771,3,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_201,,,26
355,1768713,6513295,1,2020,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,,,,Felony_Sentences_202,,,44
356,486386,5819617,1,2020,Black,M,15-17,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_203,,,16
357,486386,5819617,2,2020,Black,M,15-17,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,Weapon,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_204,,,16
358,5830884,3045886,1,2020,Black,M,41-50,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,240,0,240,0,100,,,,Felony_Sentences_205,,,47
359,6469383,7006294,1,2020,Black,M,22-30,Unlawful Possession of a Firearm (Intrafamily Offense),Weapon,,M8,Probation,28,28,0,24,100,,,,Felony_Sentences_206,,,25
360,855236,6296825,1,2020,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Short Split,12,6,6,12,100,,,,Felony_Sentences_207,,,20
361,2314448,6658736,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,,Felony_Sentences_208,,,19
362,7214037,8027740,3,2020,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Short Split,6,6,1,12,100,,,,Felony_Sentences_209,,,18
363,5624436,4110941,1,2020,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M4,Incarceration,108,0,108,0,100,,,,Felony_Sentences_210,,,24
364,8288415,4018651,1,2020,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,16,0,16,0,100,,,,Felony_Sentences_211,,,25
365,8288415,4018651,5,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,12,0,12,0,100,,,,Felony_Sentences_212,,,29
366,9116054,1726440,1,2020,Black,F,22-30,Attempt to Commit Robbery,Violent,,M8,Probation,12,12,0,24,100,,,,Felony_Sentences_213,,,24
367,3190277,4354366,1,2020,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Long Split,60,24,36,60,100,,,,Felony_Sentences_214,,,19
368,3190277,4354366,2,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,60,100,,,,Felony_Sentences_215,,,18
369,6325128,5329995,1,2020,Black,F,41-50,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,9,9,0,9,100,,,,Felony_Sentences_216,,,42
370,1226599,7108662,1,2020,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Probation,12,12,0,36,100,,,,Felony_Sentences_217,,,20
371,2154920,178977,1,2020,White,M,18-21,Carry Dang Weapon-Outside Home/Business (Prior Felony),Weapon,,M8,Probation,9,9,0,12,100,,,,Felony_Sentences_218,,,19
372,2008190,440420,1,2020,Black,M,31-40,Robbery,Violent,,M6,Incarceration,120,0,120,0,100,,,,Felony_Sentences_219,,,33
373,1536607,766505,1,2020,Black,M,22-30,Assault W/I to Kill,Violent,,M5,Incarceration,60,0,60,0,100,,,,Felony_Sentences_220,,,26
374,1536607,766505,2,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_221,,,24
375,472480,2888186,1,2020,Black,M,15-17,Robbery,Violent,,M6,Short Split,24,24,1,18,100,,,,Felony_Sentences_222,,,16
376,472480,2888186,2,2020,Black,M,15-17,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,10,10,1,18,100,,,,Felony_Sentences_223,,,15
377,1547740,2965313,1,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,10,0,10,0,100,,,,Felony_Sentences_224,,,24
378,4432898,6485097,1,2020,Black,M,51-60,Burglary Two,Property,,M7,Short Split,12,12,1,12,100,,,,Felony_Sentences_225,,,59
379,6158633,2958201,1,2020,Black,M,41-50,Second Degree Child Sex Abuse,Sex,,M8,Probation,24,24,0,18,100,,,,Felony_Sentences_226,,,44
380,863464,9314593,3,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,14,13,1,12,100,,,,Felony_Sentences_227,,,26
381,2248711,2921541,1,2020,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M8,Long Split,16,2,14,12,100,,,,Felony_Sentences_228,,,35
382,540335,8988608,1,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_229,,,24
383,540335,8988608,2,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_230,,,25
384,540335,8988608,3,2020,Black,M,22-30,Contempt - Felony,Other,,M9,Incarceration,3,0,3,0,100,,,,Felony_Sentences_231,,,27
385,2817174,2130782,1,2020,Black,M,18-21,Possession of a Large Capacity Ammunition Feeding Device (and),Weapon,,M9,Probation,10,10,0,12,100,,,,Felony_Sentences_232,,,18
386,2391011,3927592,1,2020,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,16,0,16,0,100,,,,Felony_Sentences_233,,,35
387,3584155,4218429,2,2020,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Probation,12,12,0,12,100,,,,Felony_Sentences_234,,,18
388,2267273,6488455,1,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,18,18,0,12,100,,,,Felony_Sentences_235,,,26
389,5113357,9923489,1,2020,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Probation,6,6,0,12,100,,,,Felony_Sentences_236,,,18
390,7732435,1697872,1,2020,Black,F,22-30,Aggravated Assault Knowingly,Violent,,M6,Incarceration,56,0,56,0,100,,,,Felony_Sentences_237,,,24
391,3060021,4795527,1,2020,Black,M,22-30,Robbery,Violent,,M5,Incarceration,72,0,72,0,100,,,,Felony_Sentences_238,,,25
392,3060021,4795527,2,2020,Black,M,22-30,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,,,,Felony_Sentences_239,,,25
393,4989732,6280706,1,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_240,,,25
394,9911639,2126565,1,2020,Black,M,22-30,Robbery,Violent,,M6,Incarceration,42,0,42,0,100,,,,Felony_Sentences_241,,,26
395,9409728,6229534,1,2020,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,1,100,,,,Felony_Sentences_242,,,38
396,1056313,5690798,1,2020,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,30,30,1,12,100,,,,Felony_Sentences_243,,,26
397,9284704,1440008,1,2020,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M8,Short Split,16,12,4,18,100,,,,Felony_Sentences_244,,,34
398,5414466,5859781,1,2020,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_245,,,27
399,6349758,3912497,1,2020,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_246,,,34
400,5696869,6405893,1,2020,Black,M,41-50,Involuntary Manslaughter,Homicide,Involuntary Manslaughter,M5,Incarceration,60,0,60,0,100,,,,Felony_Sentences_247,,,46
401,3522560,3285661,1,2020,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,24,24,0,24,100,,,,Felony_Sentences_248,,,24
402,7116843,330713,1,2020,Black,M,51-60,Burglary Two,Property,,M8,Incarceration,24,0,24,0,100,,600,,Felony_Sentences_249,,,56
403,8815923,4922807,3,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,18,100,,,,Felony_Sentences_250,,,24
404,6163728,9230642,2,2020,Black,M,61-70,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,14,14,0,24,100,,,,Felony_Sentences_251,,,63
405,196698,5103858,1,2020,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Probation,6,6,0,9,100,,,,Felony_Sentences_252,,,25
406,3232870,453847,1,2020,Black,M,61-70,Assault With A Dangerous Weapon,Violent,,M8,Probation,10,10,0,6,100,,,,Felony_Sentences_253,,,66
407,5601162,2862684,1,2020,Black,M,18-21,Robbery,Violent,,M6,Incarceration,50,0,50,0,200,,,,Felony_Sentences_254,,,19
408,1861158,1538389,1,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,,,,Felony_Sentences_255,,,24
409,8766014,1048349,1,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Probation,36,36,0,30,100,,,,Felony_Sentences_256,,,26
410,8766014,1048349,2,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,30,100,,,,Felony_Sentences_257,,,23
411,2616600,2361478,1,2020,Black,M,41-50,Assault w/Intent to Commit First Degree Sexual Abuse (Force),Violent,,M6,Incarceration,44,0,44,0,100,,,,Felony_Sentences_258,,,46
412,8086490,4945878,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,,Felony_Sentences_259,,,19
413,9346083,4573638,3,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,6,100,,,,Felony_Sentences_260,,,18
414,4582043,3027183,1,2020,Other or Unknown,F,31-40,Assault With A Dangerous Weapon,Violent,,M8,Short Split,12,12,1,12,100,,,,Felony_Sentences_261,,,38
415,7240072,328443,1,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Long Split,18,6,12,24,100,,,,Felony_Sentences_262,,,26
416,7240072,328443,2,2020,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,Weapon,,M8,Long Split,18,6,12,24,100,,,,Felony_Sentences_263,,,25
417,7240072,328443,3,2020,Black,M,22-30,Possession of a Large Capacity Ammunition Feeding Device (and),Weapon,,M9,Long Split,14,2,12,24,100,,,,Felony_Sentences_264,,,25
418,7163807,6220941,1,2020,Black,M,22-30,Unlawful Possession of a Firearm (Crime of Violence),Weapon,,M7,Incarceration,48,0,48,0,100,,,,Felony_Sentences_265,,,25
419,7163807,6220941,2,2020,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,Weapon,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_266,,,26
420,9820265,8292579,1,2020,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,20,0,20,0,100,,,,Felony_Sentences_267,,,26
421,9820265,8292579,2,2020,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,20,0,20,0,100,,,,Felony_Sentences_268,,,24
422,6802153,2666006,2,2020,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,12,12,1,12,100,,,,Felony_Sentences_269,,,34
423,4202983,2666006,7,2020,Black,M,31-40,Possession of a Large Capacity Ammunition Feeding Device (and),Weapon,,M9,Short Split,4,4,1,12,100,,,,Felony_Sentences_270,,,37
424,4774316,4217875,1,2020,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,48,0,48,0,100,,,,Felony_Sentences_271,,,36
425,8085365,2689930,1,2020,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M8,Probation,18,18,0,18,100,,,,Felony_Sentences_272,,,34
426,3287174,9692215,1,2020,Other or Unknown,M,41-50,Robbery,Violent,,M6,Probation,18,18,0,24,100,,"2,400",,Felony_Sentences_273,,,46
427,1447074,1766229,1,2020,Black,M,51-60,Assault On A Police Officer,Violent,,M7,Incarceration,24,0,24,0,100,,,,Felony_Sentences_274,,,52
428,9346173,1979328,1,2020,Black,M,18-21,Robbery,Violent,,M5,Long Split,60,24,36,18,100,,,,Felony_Sentences_275,,,19
429,8371447,2536522,1,2020,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_276,,,33
430,7311703,2943716,2,2020,Black,M,51-60,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,Weapon,,M8,Probation,6,6,0,8,100,,,,Felony_Sentences_277,,,54
431,9829650,7562975,1,2020,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,8,6,12,100,,,,Felony_Sentences_278,,,48
432,8799138,5432570,2,2020,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,18,18,0,12,100,,,,Felony_Sentences_279,,,55
433,3409370,8633064,1,2020,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,8,4,12,100,,,,Felony_Sentences_280,,,24
434,8381958,1156074,1,2020,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_281,,,26
435,9779066,9054679,1,2020,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,12,6,24,100,,,,Felony_Sentences_282,,,47
436,5039807,4775611,2,2020,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,7,5,24,100,,,,Felony_Sentences_283,,,19
437,2003888,4012989,2,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,15,15,0,12,100,,,,Felony_Sentences_284,,,19
438,1460377,5588005,1,2020,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M8,Short Split,24,24,1,18,100,,,,Felony_Sentences_285,,,36
439,1460377,5588005,2,2020,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,24,24,1,18,100,,,,Felony_Sentences_286,,,35
440,6299346,604293,1,2020,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_287,,,34
441,9162285,8091933,1,2020,White,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,9,9,0,24,100,,,,Felony_Sentences_288,,,19
442,6191343,8175245,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,,Felony_Sentences_289,,,18
443,7398616,5830626,1,2020,Black,M,18-21,Robbery,Violent,,M8,Probation,6,6,0,12,100,,,,Felony_Sentences_290,,,19
444,272351,711718,2,2020,Black,M,31-40,Assault On A Police Officer,Violent,,M5,Incarceration,60,0,60,0,100,,,,Felony_Sentences_291,,,36
445,9787741,2301350,1,2020,Black,M,51-60,Fraud 1st Deg $1000 or More,Other,,M9,Probation,7,7,0,24,100,,,,Felony_Sentences_292,,,54
446,3669162,3923837,1,2020,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_293,,,27
447,7536080,9965752,1,2020,Black,F,22-30,Robbery,Violent,,M8,Probation,12,12,0,12,100,,,,Felony_Sentences_294,,,27
448,4211227,5845696,1,2020,Black,M,18-21,Robbery,Violent,,M5,Long Split,48,12,36,12,100,,,,Felony_Sentences_295,,,19
449,1992702,7714549,1,2020,Black,M,18-21,Robbery,Violent,,M8,Probation,12,12,0,18,100,,,,Felony_Sentences_296,,,19
450,5062185,1004531,2,2020,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,36,100,,"1,500",,Felony_Sentences_297,,,26
451,1688453,9499807,1,2020,Black,M,51-60,Attempt to Commit Robbery,Violent,,M8,Short Split,20,16,4,12,100,,,,Felony_Sentences_298,,,57
452,2456692,4999545,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,9,100,,,,Felony_Sentences_299,,,19
453,495262,8083631,1,2020,Black,M,18-21,Prisoner Escape,Other,,M9,Probation,6,6,0,12,100,,,,Felony_Sentences_300,,,20
454,5285103,6543745,1,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,18,18,1,18,100,,,,Felony_Sentences_301,,,20
455,6843359,7191770,1,2020,White,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,15,100,,,,Felony_Sentences_302,,,18
456,3051088,8929020,1,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,24,100,,,,Felony_Sentences_303,,,29
457,7503780,5972155,1,2020,Black,M,22-30,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,,,,Felony_Sentences_304,,,26
458,9513274,6556573,1,2020,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M6,Incarceration,36,0,36,0,100,,,,Felony_Sentences_305,,,34
459,674670,9369324,1,2020,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,8,8,0,12,100,,,,Felony_Sentences_306,,,27
460,6209898,6995755,1,2020,Black,M,22-30,Robbery,Violent,,M6,Incarceration,48,0,48,0,100,,,,Felony_Sentences_307,,,26
461,4480701,5117611,1,2020,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M8,Short Split,18,18,1,12,100,,,,Felony_Sentences_308,,,35
462,4480701,5117611,2,2020,Black,M,31-40,Carrying Dangerous Weapon Outside Home or Business 2015,Weapon,,M8,Short Split,6,6,1,12,100,,,,Felony_Sentences_309,,,37
463,7090008,163474,1,2020,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,27,0,27,0,100,,,,Felony_Sentences_310,,,36
464,7799671,129693,1,2020,Black,M,41-50,Burglary Two,Property,,M7,Incarceration,30,0,30,0,100,,,,Felony_Sentences_311,,,46
465,7799671,129693,2,2020,Black,M,41-50,Burglary Two,Property,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_312,,,43
466,1278643,2950905,6,2020,Black,M,18-21,Unlawful Possession of a Firearm,Weapon,,M8,Short Split,20,20,1,18,100,,,,Felony_Sentences_313,,,19
467,140131,7892221,1,2020,Black,M,18-21,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,,,,Felony_Sentences_314,,,19
468,140131,7892221,2,2020,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,14,0,14,0,100,,,,Felony_Sentences_315,,,20
